run,seed,baseline,parameter_count,state_dimensionality,depth,recurrence,corruption_type,corruption_severity,accuracy,cross_entropy,entropy,per_class_accuracy,confusion_matrix,prediction_changes,wrong_to_right,right_to_wrong,wrong_to_right_probability,right_to_wrong_probability,state_difference,optical_norm,training_seconds,inference_seconds_per_recurrence,confidence_amplifications,confidence_amplification_probability
brief3_primary_gaussian-030_seed_20260809,20260809,recurrent,36,1568,1,4,gaussian,0.3,0.078,3.1495063721686214,1.469792340169497,"[0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.21839080459770116,0.21212121212121213,0.25842696629213485,0.0]","[[0,0,2,1,0,0,47,1,13,21],[0,0,1,0,0,0,0,122,3,0],[0,2,15,7,0,0,1,51,39,1],[1,1,15,0,0,0,2,24,58,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,6,29,46,4],[0,0,5,5,0,0,19,31,22,5],[0,0,0,0,0,0,1,21,77,0],[0,0,0,1,0,0,2,63,23,0],[0,0,0,0,0,0,1,34,59,0]]",2,0,0,0,0,0.14738420343399047,0.9563184776306152,0,0.0000063872875,998,0.998
brief3_primary_gaussian-030_seed_20260809,20260809,recurrent,36,1568,1,8,gaussian,0.3,0.078,6.17559153253475,0.5171776513419243,"[0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.21839080459770116,0.21212121212121213,0.25842696629213485,0.0]","[[0,0,2,1,0,0,46,1,14,21],[0,0,1,0,0,0,0,122,3,0],[0,2,15,7,0,0,1,51,39,1],[1,1,15,0,0,0,2,24,58,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,6,29,46,4],[0,0,5,5,0,0,19,31,22,5],[0,0,0,0,0,0,1,21,77,0],[0,0,0,1,0,0,2,63,23,0],[0,0,0,0,0,0,1,34,59,0]]",0,0,0,0,0,0.1313871374130249,2.329972631454468,0,0.0000063872875,1000,1
brief3_primary_gaussian-030_seed_20260809,20260809,recurrent,36,1568,1,16,gaussian,0.3,0.079,15.121977338277707,0.16186505040097213,"[0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.22988505747126436,0.21212121212121213,0.25842696629213485,0.0]","[[0,0,2,1,0,0,46,1,14,21],[0,0,1,0,0,0,0,122,3,0],[0,2,15,7,0,0,1,51,39,1],[1,1,15,0,0,0,2,24,58,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,6,29,46,4],[0,0,5,5,0,0,20,30,22,5],[0,0,0,0,0,0,1,21,77,0],[0,0,0,0,0,0,2,64,23,0],[0,0,0,0,0,0,1,33,60,0]]",0,0,0,0,0,0.10391632109880448,5.9998369140625,0,0.0000063872875,1000,1
brief3_primary_gaussian-030_seed_20260809,20260809,recurrent,36,1568,1,32,gaussian,0.3,0.078,23.00692529015149,0.06545659423262395,"[0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.21839080459770116,0.21212121212121213,0.25842696629213485,0.0]","[[0,0,2,1,0,0,46,1,14,21],[0,0,1,0,0,0,0,121,4,0],[0,2,15,7,0,0,1,51,39,1],[1,1,15,0,0,0,2,24,58,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,6,29,46,4],[0,0,5,5,0,0,19,30,23,5],[0,0,0,0,0,0,1,21,77,0],[0,0,0,0,0,0,2,64,23,0],[0,0,0,0,0,0,1,33,60,0]]",0,0,0,0,0,0.06437655311822892,14.067643745422362,0,0.0000063872875,896,0.896
brief3_primary_gaussian-040_seed_20260809,20260809,recurrent,36,1568,1,1,gaussian,0.4,0.08,2.3523885105747815,2.2411450458839135,"[0.0,0.0,0.1206896551724138,0.0,0.0,0.0,0.2413793103448276,0.202020202020202,0.2808988764044944,0.0]","[[0,0,2,1,0,0,44,1,17,20],[1,0,1,2,0,0,0,119,3,0],[0,3,14,7,0,0,2,52,37,1],[0,3,12,0,0,0,3,23,60,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,5,29,47,4],[0,0,5,5,0,0,21,27,24,5],[0,0,1,1,0,0,1,20,76,0],[0,0,0,0,0,0,1,62,25,1],[0,0,0,0,0,0,2,36,56,0]]",0,0,0,0,0,0.1771208745241165,0.328310515165329,0,0.000006071290625,0,0
brief3_primary_gaussian-040_seed_20260809,20260809,recurrent,36,1568,1,2,gaussian,0.4,0.081,2.458999815723959,2.1143704249433797,"[0.0,0.0,0.1206896551724138,0.0,0.0,0.0,0.2413793103448276,0.21212121212121213,0.2808988764044944,0.0]","[[0,0,2,1,0,0,44,1,17,20],[1,0,1,2,0,0,0,119,3,0],[0,3,14,7,0,0,2,52,37,1],[0,3,13,0,0,0,3,22,60,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,5,29,47,4],[0,0,5,5,0,0,21,28,23,5],[0,0,1,1,0,0,1,21,75,0],[0,0,0,0,0,0,1,62,25,1],[0,0,0,0,0,0,2,35,57,0]]",4,1,0,0.0010869565217391304,0,0.17184735596179962,0.5544104976654053,0,0.000006071290625,996,0.996
brief3_primary_gaussian-040_seed_20260809,20260809,recurrent,36,1568,1,4,gaussian,0.4,0.082,3.0322339432598113,1.5658078466143226,"[0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.2413793103448276,0.21212121212121213,0.2808988764044944,0.0]","[[0,0,2,1,0,0,43,1,17,21],[1,0,1,2,0,0,0,119,3,0],[0,3,15,7,0,0,2,52,36,1],[0,3,13,0,0,0,3,22,60,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,5,29,47,4],[0,0,5,5,0,0,21,28,23,5],[0,0,1,1,0,0,1,21,75,0],[0,0,0,0,0,0,1,62,25,1],[0,0,0,0,0,0,2,35,57,0]]",0,0,0,0,0,0.16208373713493346,1.1517236576080323,0,0.000006071290625,1000,1
brief3_primary_gaussian-040_seed_20260809,20260809,recurrent,36,1568,1,8,gaussian,0.4,0.082,5.745623291805639,0.5968484083352903,"[0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.2413793103448276,0.21212121212121213,0.2808988764044944,0.0]","[[0,0,2,1,0,0,43,1,17,21],[1,0,1,2,0,0,0,119,3,0],[0,3,15,7,0,0,2,52,36,1],[1,3,13,0,0,0,2,21,61,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,5,29,47,4],[0,0,5,5,0,0,21,28,23,5],[0,0,1,1,0,0,1,21,75,0],[0,0,0,0,0,0,1,62,25,1],[0,0,0,0,0,0,2,35,57,0]]",0,0,0,0,0,0.14425633227825166,2.808705354690552,0,0.000006071290625,1000,1
brief3_primary_gaussian-040_seed_20260809,20260809,recurrent,36,1568,1,16,gaussian,0.4,0.082,14.041279228017013,0.1863893231876412,"[0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.2413793103448276,0.21212121212121213,0.2808988764044944,0.0]","[[0,0,2,1,0,0,43,1,17,21],[1,0,1,2,0,0,0,119,3,0],[0,3,15,7,0,0,2,52,36,1],[1,3,13,0,0,0,2,21,61,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,5,29,47,4],[0,0,5,5,0,0,21,28,23,5],[0,0,1,1,0,0,1,21,75,0],[0,0,0,0,0,0,1,62,25,1],[0,0,0,0,0,0,2,35,57,0]]",0,0,0,0,0,0.11378700709342957,7.22530233001709,0,0.000006071290625,999,0.999
brief3_primary_gaussian-040_seed_20260809,20260809,recurrent,36,1568,1,32,gaussian,0.4,0.081,22.437210273332685,0.07407887075069654,"[0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.2413793103448276,0.202020202020202,0.2808988764044944,0.0]","[[0,0,2,1,0,0,43,1,17,21],[1,0,1,2,0,0,0,119,3,0],[0,3,15,7,0,0,2,51,37,1],[0,3,13,0,0,0,3,22,60,6],[0,0,0,0,0,0,18,30,62,0],[0,0,2,0,0,0,5,29,47,4],[0,0,5,5,0,0,21,28,23,5],[0,0,1,1,0,0,1,20,76,0],[0,0,0,0,0,0,1,62,25,1],[0,0,0,0,0,0,2,35,57,0]]",0,0,0,0,0,0.0703019557595253,16.899835174560547,0,0.000006071290625,935,0.935
