candidate,seed,mode,norm_t32,survival_t16,survival_t32,effective_rank_t32,cycle_period
candidate-23,303,driven,0.6332646381878958,0.5766518290157423,0.34594502185257087,3.9998569732570575,
candidate-24,101,autonomous,0.5162180723944899,0.630283523856427,0.44696371728139195,3.999957594066243,
candidate-24,101,driven,0.5085644039857203,0.635064263232411,0.45929222694516547,3.9999511521634554,
candidate-24,202,autonomous,0.38514264702841117,0.6258237247776196,0.402197403495482,3.999905999306905,
candidate-24,202,driven,0.38383386371000794,0.6257478741335936,0.40206818940206407,3.999906083907961,
candidate-24,303,autonomous,0.6086129363260633,0.5873825436767272,0.35089510836262067,3.999896139439221,
candidate-24,303,driven,0.6072312851811993,0.5860705766386192,0.34946749358043205,3.999890669542871,
candidate-25,101,autonomous,0.5162180723944899,0.630283523856427,0.44696371728139195,3.999957594066243,
candidate-25,101,driven,0.48880367668259433,0.6468745595234471,0.48561753268901237,3.999942570090007,
candidate-25,202,autonomous,0.38514264702841117,0.6258237247776196,0.402197403495482,3.999905999306905,
candidate-25,202,driven,0.38191951787701006,0.6255400341633872,0.4017082316258173,3.9999065791155095,
candidate-25,303,autonomous,0.6086129363260633,0.5873825436767272,0.35089510836262067,3.999896139439221,
candidate-25,303,driven,0.6043615937865958,0.5836749256225141,0.34672573327728257,3.999882961199652,
candidate-26,101,autonomous,0.5162180723944899,0.630283523856427,0.44696371728139195,3.999957594066243,
candidate-26,101,driven,0.4697786074964041,0.658728524350272,0.5008708562763042,3.9999411235739006,
candidate-26,202,autonomous,0.38514264702841117,0.6258237247776196,0.402197403495482,3.999905999306905,
candidate-26,202,driven,0.3809506787253375,0.6252605378982246,0.40121852163516963,3.999907490994632,
candidate-26,303,autonomous,0.6086129363260633,0.5873825436767272,0.35089510836262067,3.999896139439221,
candidate-26,303,driven,0.6010107602104275,0.5816286293724969,0.3441973370044969,3.999880794358133,
candidate-27,101,autonomous,0.29367670705018156,0.47132771980745813,0.24693032012177352,3.999950988355713,
candidate-27,101,driven,0.27706382612970004,0.47193736935965724,0.24763874099362412,3.9999507132855876,
candidate-27,202,autonomous,0.1970255613336065,0.44620430735286026,0.2030713011507031,3.9999239315718884,
candidate-27,202,driven,0.19610204103356066,0.4462020311881328,0.20306875549020265,3.9999239350622857,
candidate-27,303,autonomous,0.3153902529506589,0.41257783817165444,0.17986750091393755,3.9998752184145414,
candidate-27,303,driven,0.3137978140873599,0.4124843509098862,0.17981697932341387,3.999875078155318,
candidate-28,101,autonomous,0.29367670705018156,0.47132771980745813,0.24693032012177352,3.999950988355713,
candidate-28,101,driven,0.2515644011781596,0.472849059293479,0.2485020930512754,3.9999504414176337,
candidate-28,202,autonomous,0.1970255613336065,0.44620430735286026,0.2030713011507031,3.9999239315718884,
candidate-28,202,driven,0.19483757793677084,0.44619535760808926,0.20306102030067333,3.9999239576377463,
candidate-28,303,autonomous,0.3153902529506589,0.41257783817165444,0.17986750091393755,3.9998752184145414,
candidate-28,303,driven,0.3143531178562849,0.41229585121149037,0.17969958795185464,3.9998751066993945,
candidate-29,101,autonomous,0.29367670705018156,0.47132771980745813,0.24693032012177352,3.999950988355713,
candidate-29,101,driven,0.23975369618878895,0.4733071434052503,0.2485790586286555,3.9999505522547585,
candidate-29,202,autonomous,0.1970255613336065,0.44620430735286026,0.2030713011507031,3.9999239315718884,
candidate-29,202,driven,0.1943613196449233,0.4461858626295094,0.2030497678542738,3.99992400096382,
candidate-29,303,autonomous,0.3153902529506589,0.41257783817165444,0.17986750091393755,3.9998752184145414,
candidate-29,303,driven,0.3197879888245371,0.4121060926348413,0.1795610279458895,3.99987554691223,
candidate-30,101,autonomous,0.2901993633241102,0.4690672086363258,0.24480841489576105,3.999951705828478,
candidate-30,101,driven,0.27442949506819825,0.4701726213416077,0.24612327711694984,3.9999511791367155,
candidate-30,202,autonomous,0.19701957528584232,0.44621891951491877,0.20307565702054658,3.9999239359340883,
candidate-30,202,driven,0.19609585702081386,0.4462143647977839,0.20307056765720558,3.9999239429109568,
candidate-30,303,autonomous,0.3137917846846197,0.4133833814893487,0.17971399531048785,3.9998764401789146,
candidate-30,303,driven,0.31226742747805536,0.4132044192333127,0.17961401423398146,3.9998761667052016,
candidate-31,101,autonomous,0.2901993633241102,0.4690672086363258,0.24480841489576105,3.999951705828478,
candidate-31,101,driven,0.2499661088760876,0.4718823259723737,0.24776053968558442,3.9999506629427577,
candidate-31,202,autonomous,0.19701957528584232,0.44621891951491877,0.20307565702054658,3.9999239359340883,
candidate-31,202,driven,0.19483075069708308,0.4462010249242918,0.2030551138576481,3.9999239880238617,
candidate-31,303,autonomous,0.3137917846846197,0.4133833814893487,0.17971399531048785,3.9998764401789146,
candidate-31,303,driven,0.3127791302896905,0.4128460926867229,0.1793856794314211,3.999876230063047,
candidate-32,101,autonomous,0.2901993633241102,0.4690672086363258,0.24480841489576105,3.999951705828478,
candidate-32,101,driven,0.2386804192857872,0.4727708136972096,0.24789915731305806,3.9999509067439276,
candidate-32,202,autonomous,0.19701957528584232,0.44621891951491877,0.20307565702054658,3.9999239359340883,
candidate-32,202,driven,0.19435329594169484,0.44618207206807736,0.20303265811842047,3.999924074513682,
candidate-32,303,autonomous,0.3137917846846197,0.4133833814893487,0.17971399531048785,3.9998764401789146,
candidate-32,303,driven,0.3178785038655407,0.41249001198101404,0.17912183773039603,3.9998771053097193,
candidate-33,101,autonomous,0.28408953925513264,0.4651820607457979,0.24106888346338437,3.9999529914675565,
candidate-33,101,driven,0.2697718269492728,0.4670238857768748,0.24335700692470114,3.99995201693274,
candidate-33,202,autonomous,0.19700765850968696,0.4462476751354629,0.20308417342651958,3.9999239446679384,
candidate-33,202,driven,0.19608355033736594,0.4462385569132415,0.2030740028245349,3.9999239586060633,
candidate-33,303,autonomous,0.3108080473133801,0.4148577715636667,0.17950852199886588,3.999878759570702,
candidate-33,303,driven,0.30940478553739637,0.41452914788111545,0.17931387629707832,3.9998782384480207,
candidate-34,101,autonomous,0.28408953925513264,0.4651820607457979,0.24106888346338437,3.9999529914675565,
candidate-34,101,driven,0.24711048992420864,0.4700542254413387,0.24631715486438854,3.9999510800273703,
candidate-34,202,autonomous,0.19700765850968696,0.4462476751354629,0.20308417342651958,3.9999239446679384,
candidate-34,202,driven,0.19481717923863529,0.44621190788305054,0.20304316202356104,3.9999240486805054,
candidate-34,303,autonomous,0.3108080473133801,0.4148577715636667,0.17950852199886588,3.999878759570702,
candidate-34,303,driven,0.30982130277381087,0.4138799991225234,0.17888225426606136,3.999878387653907,
candidate-35,101,autonomous,0.28408953925513264,0.4651820607457979,0.24106888346338437,3.9999529914675565,
candidate-35,101,driven,0.23673633731515814,0.47173174668921936,0.24653984720953404,3.9999516482294566,
candidate-35,202,autonomous,0.19700765850968696,0.4462476751354629,0.20308417342651958,3.9999239446679384,
candidate-35,202,driven,0.19433737541579904,0.4461741514882849,0.20299844677251636,3.9999242210150423,
candidate-35,303,autonomous,0.3108080473133801,0.4148577715636667,0.17950852199886588,3.999878759570702,
candidate-35,303,driven,0.314282833574596,0.4132506382056187,0.17840214249654684,3.999880116685896,
candidate-36,101,autonomous,0.39552758134434246,0.5010709951767689,0.3055316610784873,3.9998603584816115,
candidate-36,101,driven,0.366799535998165,0.5035565518313486,0.30935125565882854,3.999856773382253,
candidate-36,202,autonomous,0.19954970604585628,0.45252897888101495,0.21417802270888933,3.9998722859940408,
candidate-36,202,driven,0.19862032418770784,0.45251866165320326,0.2141662386740516,3.9998723008396087,
candidate-36,303,autonomous,0.4259141247559425,0.40757720292864713,0.19118822135732272,3.9997182186936313,
candidate-36,303,driven,0.4210250192015503,0.4073004757694133,0.19114097599909874,3.999717091968657,
candidate-37,101,autonomous,0.39552758134434246,0.5010709951767689,0.3055316610784873,3.9998603584816115,
candidate-37,101,driven,0.320507553793213,0.5074445446187371,0.3142251449225526,3.999852635719415,
candidate-37,202,autonomous,0.19954970604585628,0.45252897888101495,0.21417802270888933,3.9998722859940408,
candidate-37,202,driven,0.19808212091162272,0.4524894774314979,0.21413107248232952,3.999872393929602,
candidate-37,303,autonomous,0.4259141247559425,0.40757720292864713,0.19118822135732272,3.9997182186936313,
candidate-37,303,driven,0.41684345013182134,0.4067281346586648,0.19094583875004392,3.9997160813110884,
candidate-38,101,autonomous,0.39552758134434246,0.5010709951767689,0.3055316610784873,3.9998603584816115,
candidate-38,101,driven,0.29902590121395395,0.5094561767667952,0.31469244695065385,3.999853119991409,
candidate-38,202,autonomous,0.19954970604585628,0.45252897888101495,0.21417802270888933,3.9998722859940408,
candidate-38,202,driven,0.19930809156572996,0.4524489602879738,0.2140805236615359,3.999872571044466,
candidate-38,303,autonomous,0.4259141247559425,0.40757720292864713,0.19118822135732272,3.9997182186936313,
candidate-38,303,driven,0.42019118984213044,0.4061356068491601,0.19061722083486007,3.9997167230092003,
